method,rank,scenario_id,template_id,selection_reason,selected_build_id,session_id,mode,ego_collision,inconclusive,regression,execution_id,episode_cost,contributing_pattern_ids,new_pattern_id,target_observations_before_query,history_source_count,task_id,repeat
Random,12,4179801:fbrt_stop_hold_go:initial:7,fbrt_stop_hold_go,seeded_random_without_replacement,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:Random:9,regression,True,False,True,legacy-6555b7e1330cb1ff72d15407,0,[],,11,1,legacy_regression_seed4179801_slow_front_brake2,9
Random,13,4179801:fbrt_cutin:initial:22,fbrt_cutin,seeded_random_without_replacement,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:Random:9,regression,False,False,False,legacy-2dc2c21484544277561b278b,0,[],,12,1,legacy_regression_seed4179801_slow_front_brake2,9
Random,14,4179801:fbrt_lead_emergency_brake:wide_initial:30,fbrt_lead_emergency_brake,seeded_random_without_replacement,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:Random:9,regression,True,False,True,legacy-2bbcb14202512a73a416af47,0,[],,13,1,legacy_regression_seed4179801_slow_front_brake2,9
Random,15,4179801:fbrt_cutin:initial:20,fbrt_cutin,seeded_random_without_replacement,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:Random:9,regression,False,False,False,legacy-2e366856c8a4e98fa984bcc7,0,[],,14,1,legacy_regression_seed4179801_slow_front_brake2,9
Random,16,4179801:fbrt_cutin:initial:28,fbrt_cutin,seeded_random_without_replacement,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:Random:9,regression,False,False,False,legacy-b98ff764f8acc4d55da00381,0,[],,15,1,legacy_regression_seed4179801_slow_front_brake2,9
Random,17,4179801:fbrt_stop_hold_go:initial:31,fbrt_stop_hold_go,seeded_random_without_replacement,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:Random:9,regression,False,False,False,legacy-c894f418647090d062fbc828,0,[],,16,1,legacy_regression_seed4179801_slow_front_brake2,9
Random,18,4179801:fbrt_cutin:initial:9,fbrt_cutin,seeded_random_without_replacement,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:Random:9,regression,False,False,False,legacy-c2e73f0c380399942a64552b,0,[],,17,1,legacy_regression_seed4179801_slow_front_brake2,9
Random,19,4179801:fbrt_cutin:core_boundary:2,fbrt_cutin,seeded_random_without_replacement,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:Random:9,regression,False,False,False,legacy-aac98930372a4bb5c6e09591,0,[],,18,1,legacy_regression_seed4179801_slow_front_brake2,9
Random,20,4179801:fbrt_cutin:initial:2,fbrt_cutin,seeded_random_without_replacement,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:Random:9,regression,False,False,False,legacy-637b791dd50e984a141601f8,0,[],,19,1,legacy_regression_seed4179801_slow_front_brake2,9
HistoryRank-UCB-v2,1,4179801:fbrt_stop_hold_go:initial:26,fbrt_stop_hold_go,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-0dc63b10414b6a026de8c36e,0,[],,0,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,2,4179801:fbrt_cutin:initial:26,fbrt_cutin,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,False,False,False,legacy-cb9de94d9eb6b78927d870cd,0,[],,1,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,3,4179801:fbrt_cutout_static:initial:17,fbrt_cutout_static,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-1081f882e3c5bff12d9ac3f3,0,[],,2,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,4,4179801:fbrt_lead_emergency_brake:wide_initial:26,fbrt_lead_emergency_brake,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-db94a92bcfbac35a9e8df731,0,[],,3,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,5,4179801:fbrt_lead_emergency_brake:wide_initial:2,fbrt_lead_emergency_brake,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-b0e5596c784216545b6f89d2,0,[],,4,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,6,4179801:fbrt_cutout_static:initial:23,fbrt_cutout_static,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-e5ac27d6b9e10d5aee4757e3,0,[],,5,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,7,4179801:fbrt_stop_hold_go:initial:14,fbrt_stop_hold_go,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-5d3c5873b9552dbb03d486cf,0,[],,6,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,8,4179801:fbrt_cutout_static:core_boundary:3,fbrt_cutout_static,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-ecf2ae5ea73e83091604f31d,0,[],,7,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,9,4179801:fbrt_lead_emergency_brake:wide_initial:17,fbrt_lead_emergency_brake,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-392d03cbcfbb70496fa46ef5,0,[],,8,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,10,4179801:fbrt_stop_hold_go:initial:22,fbrt_stop_hold_go,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-8d7af5289df3368417b66565,0,[],,9,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,11,4179801:fbrt_cutout_static:initial:9,fbrt_cutout_static,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-6c0478f68dea37f99ad2fff8,0,[],,10,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,12,4179801:fbrt_lead_emergency_brake:wide_initial:30,fbrt_lead_emergency_brake,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-2bbcb14202512a73a416af47,0,[],,11,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,13,4179801:fbrt_stop_hold_go:initial:4,fbrt_stop_hold_go,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-ae00e6b1bfd2de03e16434eb,0,[],,12,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,14,4179801:fbrt_cutin:initial:5,fbrt_cutin,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,False,False,False,legacy-b07b1986644b023807feac93,0,[],,13,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,15,4179801:fbrt_lead_emergency_brake:core_boundary:3,fbrt_lead_emergency_brake,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-2ea55733ac5b781df0ae1f01,0,[],,14,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,16,4179801:fbrt_cutout_static:initial:26,fbrt_cutout_static,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-ba4cdd0b812a0cb5a3de697a,0,[],,15,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,17,4179801:fbrt_stop_hold_go:initial:30,fbrt_stop_hold_go,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-0133535ad55a738ab3d348ef,0,[],,16,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,18,4179801:fbrt_stop_hold_go:initial:10,fbrt_stop_hold_go,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-fbb571be96a1d9a09a464920,0,[],,17,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,19,4179801:fbrt_cutout_static:initial:16,fbrt_cutout_static,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-a758b9a475e04bee3ce0167f,0,[],,18,1,legacy_regression_seed4179801_slow_front_brake2,0
HistoryRank-UCB-v2,20,4179801:fbrt_lead_emergency_brake:wide_initial:9,fbrt_lead_emergency_brake,history_risk_percentile_ucb,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:HistoryRank-UCB-v2:0,regression,True,False,True,legacy-402b6a2d26fd9fabd2b3bc99,0,[],,19,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,1,4179801:fbrt_cutin:initial:13,fbrt_cutin,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,False,False,False,legacy-c4c2c724ba7cfd2edd414e3c,0,[],,0,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,2,4179801:fbrt_stop_hold_go:probe:2,fbrt_stop_hold_go,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,False,False,False,legacy-1e8cd2d93666d3fa3def0a3b,0,[],,1,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,3,4179801:fbrt_cutout_static:initial:2,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-0fff3bba9433ba3f18664a40,0,[],,2,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,4,4179801:fbrt_cutout_static:initial:16,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-a758b9a475e04bee3ce0167f,0,[],,3,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,5,4179801:fbrt_cutout_static:core_boundary:3,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-ecf2ae5ea73e83091604f31d,0,[],,4,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,6,4179801:fbrt_cutout_static:initial:8,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-9f30e4dc9055f1f717490492,0,[],,5,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,7,4179801:fbrt_cutout_static:initial:0,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-cbc3049a4a44bd93a90b0133,0,[],,6,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,8,4179801:fbrt_cutout_static:initial:28,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-8c0ef09d604510f339588dc8,0,[],,7,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,9,4179801:fbrt_cutout_static:probe:3,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-67a7e0054975c34263b11ed1,0,[],,8,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,10,4179801:fbrt_lead_emergency_brake:wide_initial:22,fbrt_lead_emergency_brake,global_art_maximin,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-33e597be75ca1f9968a21b9f,0,[],,9,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,11,4179801:fbrt_cutout_static:initial:20,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-410757791ad968d66ad76171,0,[],,10,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,12,4179801:fbrt_cutout_static:initial:12,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-a2391d2632d3115557a71093,0,[],,11,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,13,4179801:fbrt_cutout_static:initial:24,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-b00e3beb824610770b432763,0,[],,12,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,14,4179801:fbrt_cutout_static:initial:23,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-e5ac27d6b9e10d5aee4757e3,0,[],,13,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,15,4179801:fbrt_cutout_static:probe:1,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-d1659311e29f8b299d90cd60,0,[],,14,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,16,4179801:fbrt_cutout_static:initial:26,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-ba4cdd0b812a0cb5a3de697a,0,[],,15,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,17,4179801:fbrt_cutout_static:initial:14,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-b774d148fc0a76ca2a87ae3e,0,[],,16,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,18,4179801:fbrt_cutout_static:initial:22,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-2d1ae168310f8d155dd8a46a,0,[],,17,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,19,4179801:fbrt_cutout_static:initial:30,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-80ccaa2d837e2d73c60d7e6a,0,[],,18,1,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,20,4179801:fbrt_stop_hold_go:initial:14,fbrt_stop_hold_go,global_art_maximin,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,legacy-5d3c5873b9552dbb03d486cf,0,[],,19,1,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,1,4179801:fbrt_cutin:initial:24,fbrt_cutin,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,False,False,False,legacy-04b4aad764f4e4ee17d0f162,0,[],,0,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,2,4179801:fbrt_stop_hold_go:initial:14,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-5d3c5873b9552dbb03d486cf,0,[],pat-070238e9db44240c,1,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,3,4179801:fbrt_stop_hold_go:initial:22,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-8d7af5289df3368417b66565,0,[],pat-18895dac38664eac,2,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,4,4179801:fbrt_stop_hold_go:initial:26,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-0dc63b10414b6a026de8c36e,0,[],pat-4533337f17fa02ed,3,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,5,4179801:fbrt_stop_hold_go:initial:10,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-fbb571be96a1d9a09a464920,0,[],pat-9a0b6bcfdfa2091a,4,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,6,4179801:fbrt_stop_hold_go:initial:2,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-1e694ff420c9c649dfbf7bdc,0,[],pat-c61a669c492d6c07,5,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,7,4179801:fbrt_stop_hold_go:initial:4,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-ae00e6b1bfd2de03e16434eb,0,[],pat-49eb3421b85e6079,6,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,8,4179801:fbrt_stop_hold_go:initial:18,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-2f6f0cc63c95a3e3b715a79c,0,[],pat-d91c594e4db76ca5,7,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,9,4179801:fbrt_stop_hold_go:initial:30,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-0133535ad55a738ab3d348ef,0,[],pat-8e8cc23cc2787037,8,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,10,4179801:fbrt_cutout_static:initial:12,fbrt_cutout_static,global_art_maximin,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-a2391d2632d3115557a71093,0,[],pat-8ddcc9bbe17b4ff6,9,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,11,4179801:fbrt_stop_hold_go:initial:6,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-07f69662e91a0b7fc9842bf0,0,[],pat-657e2a8ca175316e,10,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,12,4179801:fbrt_stop_hold_go:initial:20,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-a95cc2998cea5dc93689cbfe,0,[],pat-f0b8bfa505e4be0e,11,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,13,4179801:fbrt_stop_hold_go:core_extra:3,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-38a935806680f22006587a1f,0,[],pat-1f52db3edd4b34cf,12,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,14,4179801:fbrt_stop_hold_go:initial:28,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-6f64896ba93e469a78bf114a,0,[],pat-4688fdb43741e58d,13,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,15,4179801:fbrt_stop_hold_go:initial:13,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-df1545c3396ae7d498d12c16,0,[],pat-726ab665fa1e14da,14,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,16,4179801:fbrt_stop_hold_go:core_extra:1,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-8dd42c8ca70170b743d3c89a,0,[],pat-5fd19a1f05a46fa2,15,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,17,4179801:fbrt_stop_hold_go:initial:12,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-b3cbb39101974b8128302f3c,0,[],pat-c9d6eee04508f40b,16,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,18,4179801:fbrt_stop_hold_go:initial:21,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-d04400cbc4063ed644b64ff8,0,[],pat-3c7222f60721949d,17,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,19,4179801:fbrt_stop_hold_go:initial:11,fbrt_stop_hold_go,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-314dad4088e73b12d2c0c526,0,[],pat-e918bab8251e9b47,18,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-NoMemory,20,4179801:fbrt_lead_emergency_brake:wide_initial:14,fbrt_lead_emergency_brake,global_art_maximin,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-NoMemory:0,regression,True,False,True,legacy-114abd8dd166d2b3d27e49a0,0,[],pat-1d0c15592e9de806,19,0,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-Memory,1,4179801:fbrt_cutout_static:initial:6,fbrt_cutout_static,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-Memory:0,regression,True,False,True,legacy-2ef5de9aa6f0644fe378a3ee,0,[],pat-ab1c7f82324557bb,0,1,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-Memory,2,4179801:fbrt_cutout_static:initial:30,fbrt_cutout_static,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-Memory:0,regression,True,False,True,legacy-80ccaa2d837e2d73c60d7e6a,0,"[""pat-ab1c7f82324557bb""]",pat-3694d52c85b93db8,1,1,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-Memory,3,4179801:fbrt_cutout_static:initial:10,fbrt_cutout_static,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-Memory:0,regression,True,False,True,legacy-d083451391eaf302c4f08b0c,0,"[""pat-ab1c7f82324557bb""]",pat-b6275ace39874b2d,2,1,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-Memory,4,4179801:fbrt_cutout_static:initial:22,fbrt_cutout_static,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-Memory:0,regression,True,False,True,legacy-2d1ae168310f8d155dd8a46a,0,"[""pat-ab1c7f82324557bb"", ""pat-b6275ace39874b2d""]",pat-1c752c8affd21e83,3,1,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-Memory,5,4179801:fbrt_cutout_static:initial:18,fbrt_cutout_static,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-Memory:0,regression,True,False,True,legacy-3a4ab8404a2c5cdcb7cceff0,0,"[""pat-b6275ace39874b2d""]",pat-0ac25cc0dbaf719d,4,1,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-Memory,6,4179801:fbrt_cutout_static:initial:14,fbrt_cutout_static,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-Memory:0,regression,True,False,True,legacy-b774d148fc0a76ca2a87ae3e,0,"[""pat-b6275ace39874b2d""]",pat-1f6c95c017dd2873,5,1,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-Memory,7,4179801:fbrt_cutout_static:initial:2,fbrt_cutout_static,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-Memory:0,regression,True,False,True,legacy-0fff3bba9433ba3f18664a40,0,"[""pat-b6275ace39874b2d"", ""pat-1f6c95c017dd2873""]",pat-f6f8c0efd5a86c0e,6,1,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-Memory,8,4179801:fbrt_cutout_static:initial:9,fbrt_cutout_static,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-Memory:0,regression,True,False,True,legacy-6c0478f68dea37f99ad2fff8,0,"[""pat-1f6c95c017dd2873""]",pat-57e6f07fb31f286e,7,1,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-Memory,9,4179801:fbrt_cutout_static:core_boundary:3,fbrt_cutout_static,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-Memory:0,regression,True,False,True,legacy-ecf2ae5ea73e83091604f31d,0,"[""pat-1f6c95c017dd2873"", ""pat-f6f8c0efd5a86c0e""]",pat-0fbfaceeb1621d68,8,1,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-Memory,10,4179801:fbrt_cutin:initial:27,fbrt_cutin,global_art_maximin,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-Memory:0,regression,False,False,False,legacy-2ebc1612308eed953218a713,0,[],,9,1,legacy_regression_seed4179801_slow_front_brake2,0
FBRT-Memory,11,4179801:fbrt_cutout_static:initial:0,fbrt_cutout_static,posterior_mean_failure_probability,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FBRT-Memory:0,regression,True,False,True,legacy-cbc3049a4a44bd93a90b0133,0,"[""pat-b6275ace39874b2d"", ""pat-f6f8c0efd5a86c0e""]",pat-909f60c2b11fc32f,10,1,legacy_regression_seed4179801_slow_front_brake2,0
